referee,date,location,winner,title_bout,weight_class
Herb Dean,5/24/2008,"Las Vegas, Nevada, USA",Red,False,LightHeavyweight
Herb Dean,5/24/2008,"Las Vegas, Nevada, USA",Red,False,LightHeavyweight
Herb Dean,5/24/2008,"Las Vegas, Nevada, USA",Red,False,Welterweight
Steve Mazzagatti,5/24/2008,"Las Vegas, Nevada, USA",Red,False,Welterweight
Yves Lavigne,5/24/2008,"Las Vegas, Nevada, USA",Red,False,Heavyweight
Dan Miragliotta,4/19/2008,"Montreal, Quebec, Canada",Red,False,Middleweight
Yves Lavigne,4/19/2008,"Montreal, Quebec, Canada",Red,True,Welterweight
Yves Lavigne,4/19/2008,"Montreal, Quebec, Canada",Red,False,Lightweight
Philippe Chartier,4/19/2008,"Montreal, Quebec, Canada",Red,False,Middleweight
Steve Mazzagatti,4/19/2008,"Montreal, Quebec, Canada",Red,False,Middleweight
Philippe Chartier,4/19/2008,"Montreal, Quebec, Canada",Red,False,Middleweight
Steve Mazzagatti,4/19/2008,"Montreal, Quebec, Canada",Red,False,Middleweight
Dan Miragliotta,4/19/2008,"Montreal, Quebec, Canada",Red,False,Middleweight
Steve Mazzagatti,4/19/2008,"Montreal, Quebec, Canada",Red,False,Heavyweight
Yves Lavigne,4/19/2008,"Montreal, Quebec, Canada",Red,False,Lightweight
Dan Miragliotta,4/19/2008,"Montreal, Quebec, Canada",Red,False,Welterweight
Adam Martinez,4/2/2008,"Broomfield, Colorado, USA",Red,False,LightHeavyweight
Tim Mills,4/2/2008,"Broomfield, Colorado, USA",Red,False,Lightweight
Steve Mazzagatti,4/2/2008,"Broomfield, Colorado, USA",Red,False,LightHeavyweight
Steve Mazzagatti,4/2/2008,"Broomfield, Colorado, USA",Red,False,Welterweight
Herb Dean,4/2/2008,"Broomfield, Colorado, USA",Red,False,Lightweight
Adam Martinez,4/2/2008,"Broomfield, Colorado, USA",Red,False,Lightweight
Herb Dean,4/2/2008,"Broomfield, Colorado, USA",Red,False,Lightweight
Herb Dean,4/2/2008,"Broomfield, Colorado, USA",Red,False,Lightweight
Tim Mills,4/2/2008,"Broomfield, Colorado, USA",Red,False,Lightweight
Steve Mazzagatti,4/2/2008,"Broomfield, Colorado, USA",Red,False,Lightweight
Tim Mills,4/2/2008,"Broomfield, Colorado, USA",Red,False,Welterweight
Adam Martinez,4/2/2008,"Broomfield, Colorado, USA",Red,False,Welterweight
Herb Dean,3/1/2008,"Columbus, Ohio, USA",Red,False,Welterweight
Dan Miragliotta,3/1/2008,"Columbus, Ohio, USA",Red,False,Welterweight
Jerry Krysz,3/1/2008,"Columbus, Ohio, USA",Red,False,Welterweight
Herb Dean,3/1/2008,"Columbus, Ohio, USA",Red,False,Middleweight
Dan Miragliotta,3/1/2008,"Columbus, Ohio, USA",Red,False,Heavyweight
Mark Matheny,3/1/2008,"Columbus, Ohio, USA",Red,False,Heavyweight
Herb Dean,3/1/2008,"Columbus, Ohio, USA",Red,True,Middleweight
Mark Matheny,3/1/2008,"Columbus, Ohio, USA",Red,False,Middleweight
Jerry Krysz,3/1/2008,"Columbus, Ohio, USA",Red,False,Welterweight
Dan Miragliotta,3/1/2008,"Columbus, Ohio, USA",Red,False,Lightweight
Yves Lavigne,2/2/2008,"Las Vegas, Nevada, USA",Red,False,Middleweight
Herb Dean,2/2/2008,"Las Vegas, Nevada, USA",Red,False,Middleweight
Herb Dean,2/2/2008,"Las Vegas, Nevada, USA",Red,True,Heavyweight
Yves Lavigne,2/2/2008,"Las Vegas, Nevada, USA",Red,False,Middleweight
Herb Dean,2/2/2008,"Las Vegas, Nevada, USA",Red,False,LightHeavyweight
Steve Mazzagatti,2/2/2008,"Las Vegas, Nevada, USA",Red,False,Heavyweight
Steve Mazzagatti,2/2/2008,"Las Vegas, Nevada, USA",Red,False,Lightweight
Yves Lavigne,2/2/2008,"Las Vegas, Nevada, USA",Red,False,Welterweight
Steve Mazzagatti,2/2/2008,"Las Vegas, Nevada, USA",Red,False,Lightweight
Herb Dean,1/23/2008,"Las Vegas, Nevada, USA",Red,False,Middleweight
Steve Mazzagatti,1/23/2008,"Las Vegas, Nevada, USA",Red,False,Lightweight
Herb Dean,1/23/2008,"Las Vegas, Nevada, USA",Red,False,Lightweight
Josh Rosenthal,1/23/2008,"Las Vegas, Nevada, USA",Red,False,Lightweight
Josh Rosenthal,1/23/2008,"Las Vegas, Nevada, USA",Red,False,Lightweight
Herb Dean,1/23/2008,"Las Vegas, Nevada, USA",Red,False,Lightweight
Steve Mazzagatti,1/23/2008,"Las Vegas, Nevada, USA",Red,False,Lightweight
Steve Mazzagatti,1/23/2008,"Las Vegas, Nevada, USA",Red,False,Welterweight
Josh Rosenthal,1/23/2008,"Las Vegas, Nevada, USA",Red,False,Lightweight
Mario Yamasaki,1/19/2008,"Newcastle, England, United Kingdom",Red,False,Welterweight
Herb Dean,1/19/2008,"Newcastle, England, United Kingdom",Red,True,Lightweight
Dan Miragliotta,1/19/2008,"Newcastle, England, United Kingdom",Red,False,LightHeavyweight
Mario Yamasaki,1/19/2008,"Newcastle, England, United Kingdom",Red,False,Heavyweight
Dan Miragliotta,1/19/2008,"Newcastle, England, United Kingdom",Red,False,Heavyweight
Herb Dean,1/19/2008,"Newcastle, England, United Kingdom",Red,False,Welterweight
Dan Miragliotta,1/19/2008,"Newcastle, England, United Kingdom",Red,False,Middleweight
Herb Dean,1/19/2008,"Newcastle, England, United Kingdom",Red,False,LightHeavyweight
Mario Yamasaki,1/19/2008,"Newcastle, England, United Kingdom",Red,False,Lightweight
Herb Dean,12/29/2007,"Las Vegas, Nevada, USA",Red,False,Lightweight
Mario Yamasaki,12/29/2007,"Las Vegas, Nevada, USA",Red,False,LightHeavyweight
Herb Dean,12/29/2007,"Las Vegas, Nevada, USA",Red,False,LightHeavyweight
Steve Mazzagatti,12/29/2007,"Las Vegas, Nevada, USA",Red,True,Welterweight
Mario Yamasaki,12/29/2007,"Las Vegas, Nevada, USA",Red,False,Middleweight
Herb Dean,12/29/2007,"Las Vegas, Nevada, USA",Red,False,Lightweight
Steve Mazzagatti,12/29/2007,"Las Vegas, Nevada, USA",Red,False,LightHeavyweight
Mario Yamasaki,12/29/2007,"Las Vegas, Nevada, USA",Red,False,Heavyweight
Steve Mazzagatti,12/29/2007,"Las Vegas, Nevada, USA",Red,False,Welterweight
Herb Dean,12/29/2007,"Las Vegas, Nevada, USA",Red,False,Lightweight
Yves Lavigne,12/8/2007,"Las Vegas, Nevada, USA",Red,False,Welterweight
Steve Mazzagatti,12/8/2007,"Las Vegas, Nevada, USA",Red,False,Welterweight
Steve Mazzagatti,12/8/2007,"Las Vegas, Nevada, USA",Red,False,Welterweight
John McCarthy,12/8/2007,"Las Vegas, Nevada, USA",Red,False,Welterweight
Yves Lavigne,12/8/2007,"Las Vegas, Nevada, USA",Red,False,Welterweight
Yves Lavigne,12/8/2007,"Las Vegas, Nevada, USA",Red,True,Welterweight
John McCarthy,12/8/2007,"Las Vegas, Nevada, USA",Red,False,Lightweight
John McCarthy,12/8/2007,"Las Vegas, Nevada, USA",Red,False,Welterweight
Steve Mazzagatti,12/8/2007,"Las Vegas, Nevada, USA",Red,False,Welterweight
Kevin Mulhall,11/17/2007,"Newark, New Jersey, USA",Red,False,Middleweight
Dan Miragliotta,11/17/2007,"Newark, New Jersey, USA",Red,False,Lightweight
Dan Miragliotta,11/17/2007,"Newark, New Jersey, USA",Red,False,LightHeavyweight
Kevin Mulhall,11/17/2007,"Newark, New Jersey, USA",Red,False,Lightweight
Kevin Mulhall,11/17/2007,"Newark, New Jersey, USA",Red,False,Lightweight
Dan Miragliotta,11/17/2007,"Newark, New Jersey, USA",Red,False,Welterweight
Dan Miragliotta,11/17/2007,"Newark, New Jersey, USA",Red,False,LightHeavyweight
Kevin Mulhall,11/17/2007,"Newark, New Jersey, USA",Red,False,Welterweight
Dan Miragliotta,11/17/2007,"Newark, New Jersey, USA",Red,False,Welterweight
Yves Lavigne,10/20/2007,"Cincinnati, Ohio, USA",Red,False,Heavyweight
Mark Matheny,10/20/2007,"Cincinnati, Ohio, USA",Red,False,Middleweight
Yves Lavigne,10/20/2007,"Cincinnati, Ohio, USA",Red,False,Welterweight
Mark Matheny,10/20/2007,"Cincinnati, Ohio, USA",Red,False,Lightweight
John McCarthy,10/20/2007,"Cincinnati, Ohio, USA",Red,True,Middleweight
John McCarthy,10/20/2007,"Cincinnati, Ohio, USA",Red,False,Middleweight
John McCarthy,10/20/2007,"Cincinnati, Ohio, USA",Red,False,LightHeavyweight
Yves Lavigne,10/20/2007,"Cincinnati, Ohio, USA",Red,False,Middleweight
Mark Matheny,10/20/2007,"Cincinnati, Ohio, USA",Red,False,Lightweight
Herb Dean,9/22/2007,"Anaheim, California, USA",Red,False,Welterweight
John McCarthy,9/22/2007,"Anaheim, California, USA",Red,False,Lightweight
Herb Dean,9/22/2007,"Anaheim, California, USA",Red,False,Welterweight
Steve Mazzagatti,9/22/2007,"Anaheim, California, USA",Red,False,LightHeavyweight
John McCarthy,9/22/2007,"Anaheim, California, USA",Red,False,LightHeavyweight
Steve Mazzagatti,9/22/2007,"Anaheim, California, USA",Red,False,Heavyweight
John McCarthy,9/22/2007,"Anaheim, California, USA",Red,False,LightHeavyweight
Steve Mazzagatti,9/22/2007,"Anaheim, California, USA",Red,False,Lightweight
Herb Dean,9/22/2007,"Anaheim, California, USA",Red,False,Lightweight
Mario Yamasaki,9/19/2007,"Las Vegas, Nevada, USA",Red,False,Lightweight
Herb Dean,9/19/2007,"Las Vegas, Nevada, USA",Red,False,Middleweight
Mario Yamasaki,9/19/2007,"Las Vegas, Nevada, USA",Red,False,Lightweight
Herb Dean,9/19/2007,"Las Vegas, Nevada, USA",Red,False,Welterweight
Steve Mazzagatti,9/19/2007,"Las Vegas, Nevada, USA",Red,False,Lightweight
Herb Dean,9/19/2007,"Las Vegas, Nevada, USA",Red,False,Welterweight
Mario Yamasaki,9/19/2007,"Las Vegas, Nevada, USA",Red,False,Middleweight
Steve Mazzagatti,9/19/2007,"Las Vegas, Nevada, USA",Red,False,Lightweight
Steve Mazzagatti,9/19/2007,"Las Vegas, Nevada, USA",Red,False,Welterweight
Yves Lavigne,9/8/2007,"London, England, United Kingdom",Red,False,LightHeavyweight
John McCarthy,9/8/2007,"London, England, United Kingdom",Red,False,LightHeavyweight
John McCarthy,9/8/2007,"London, England, United Kingdom",Red,False,Heavyweight
Mario Yamasaki,9/8/2007,"London, England, United Kingdom",Red,False,LightHeavyweight
Yves Lavigne,9/8/2007,"London, England, United Kingdom",Red,False,Lightweight
Mario Yamasaki,9/8/2007,"London, England, United Kingdom",Red,False,Lightweight
Yves Lavigne,9/8/2007,"London, England, United Kingdom",Red,False,Welterweight
Mario Yamasaki,9/8/2007,"London, England, United Kingdom",Red,False,Welterweight
John McCarthy,9/8/2007,"London, England, United Kingdom",Red,True,LightHeavyweight
Steve Mazzagatti,8/25/2007,"Las Vegas, Nevada, USA",Red,False,Lightweight
Steve Mazzagatti,8/25/2007,"Las Vegas, Nevada, USA",Red,False,LightHeavyweight
Herb Dean,8/25/2007,"Las Vegas, Nevada, USA",Red,False,Middleweight
Herb Dean,8/25/2007,"Las Vegas, Nevada, USA",Red,True,Heavyweight
John McCarthy,8/25/2007,"Las Vegas, Nevada, USA",Red,False,Heavyweight
John McCarthy,8/25/2007,"Las Vegas, Nevada, USA",Red,False,Welterweight
John McCarthy,8/25/2007,"Las Vegas, Nevada, USA",Red,False,Lightweight
Steve Mazzagatti,8/25/2007,"Las Vegas, Nevada, USA",Red,False,Lightweight
Herb Dean,8/25/2007,"Las Vegas, Nevada, USA",Red,False,Middleweight
John McCarthy,7/7/2007,"Sacramento, California, USA",Red,True,Middleweight
Yves Lavigne,7/7/2007,"Sacramento, California, USA",Red,False,Lightweight
Yves Lavigne,7/7/2007,"Sacramento, California, USA",Red,False,Heavyweight
Jon Schorle,7/7/2007,"Sacramento, California, USA",Red,False,Welterweight
John McCarthy,7/7/2007,"Sacramento, California, USA",Red,True,Lightweight
Yves Lavigne,7/7/2007,"Sacramento, California, USA",Red,False,Lightweight
Jon Schorle,7/7/2007,"Sacramento, California, USA",Red,False,LightHeavyweight
Jon Schorle,7/7/2007,"Sacramento, California, USA",Red,False,Lightweight
Steve Mazzagatti,6/23/2007,"Las Vegas, Nevada, USA",Red,False,Lightweight
Herb Dean,6/23/2007,"Las Vegas, Nevada, USA",Red,False,Lightweight
Yves Lavigne,6/23/2007,"Las Vegas, Nevada, USA",Red,False,Middleweight
Herb Dean,6/23/2007,"Las Vegas, Nevada, USA",Red,True,Lightweight
Steve Mazzagatti,6/23/2007,"Las Vegas, Nevada, USA",Red,False,Lightweight
Yves Lavigne,6/23/2007,"Las Vegas, Nevada, USA",Red,False,Lightweight
Herb Dean,6/23/2007,"Las Vegas, Nevada, USA",Red,False,Lightweight
Herb Dean,6/23/2007,"Las Vegas, Nevada, USA",Red,False,Lightweight
Yves Lavigne,6/16/2007,"Belfast, Northern Ireland, United Kingdom",Red,False,Welterweight
Herb Dean,6/16/2007,"Belfast, Northern Ireland, United Kingdom",Red,False,Middleweight
Herb Dean,6/16/2007,"Belfast, Northern Ireland, United Kingdom",Red,False,Heavyweight
Yves Lavigne,6/16/2007,"Belfast, Northern Ireland, United Kingdom",Red,False,Lightweight
John McCarthy,6/16/2007,"Belfast, Northern Ireland, United Kingdom",Red,False,LightHeavyweight
Yves Lavigne,6/16/2007,"Belfast, Northern Ireland, United Kingdom",Red,False,Welterweight
Herb Dean,6/16/2007,"Belfast, Northern Ireland, United Kingdom",Red,False,Middleweight
John McCarthy,6/16/2007,"Belfast, Northern Ireland, United Kingdom",Red,False,Middleweight
John McCarthy,6/12/2007,"Hollywood, Florida, USA",Red,False,Lightweight
Jorge Alonso,6/12/2007,"Hollywood, Florida, USA",Red,False,Middleweight
Troy Waugh,6/12/2007,"Hollywood, Florida, USA",Red,False,Welterweight
Jorge Alonso,6/12/2007,"Hollywood, Florida, USA",Red,False,Welterweight
Troy Waugh,6/12/2007,"Hollywood, Florida, USA",Red,False,Welterweight
Troy Waugh,6/12/2007,"Hollywood, Florida, USA",Red,False,Welterweight
John McCarthy,6/12/2007,"Hollywood, Florida, USA",Red,False,Lightweight
John McCarthy,6/12/2007,"Hollywood, Florida, USA",Red,False,Lightweight
Jorge Alonso,6/12/2007,"Hollywood, Florida, USA",Red,False,Lightweight
Mario Yamasaki,5/26/2007,"Las Vegas, Nevada, USA",Red,False,Middleweight
John McCarthy,5/26/2007,"Las Vegas, Nevada, USA",Red,True,LightHeavyweight
John McCarthy,5/26/2007,"Las Vegas, Nevada, USA",Red,False,Lightweight
Herb Dean,5/26/2007,"Las Vegas, Nevada, USA",Red,False,LightHeavyweight
Steve Mazzagatti,5/26/2007,"Las Vegas, Nevada, USA",Red,False,LightHeavyweight
Herb Dean,5/26/2007,"Las Vegas, Nevada, USA",Red,False,Welterweight
Mario Yamasaki,5/26/2007,"Las Vegas, Nevada, USA",Red,False,Middleweight
Steve Mazzagatti,5/26/2007,"Las Vegas, Nevada, USA",Red,False,LightHeavyweight
Mario Yamasaki,5/26/2007,"Las Vegas, Nevada, USA",Red,False,LightHeavyweight
Mario Yamasaki,4/21/2007,"Manchester, England, United Kingdom",Red,False,LightHeavyweight
Steve Mazzagatti,4/21/2007,"Manchester, England, United Kingdom",Red,False,Lightweight
Herb Dean,4/21/2007,"Manchester, England, United Kingdom",Red,False,Heavyweight
Herb Dean,4/21/2007,"Manchester, England, United Kingdom",Red,False,Lightweight
Mario Yamasaki,4/21/2007,"Manchester, England, United Kingdom",Red,False,LightHeavyweight
Herb Dean,4/21/2007,"Manchester, England, United Kingdom",Red,False,Heavyweight
Mario Yamasaki,4/21/2007,"Manchester, England, United Kingdom",Red,False,Heavyweight
Steve Mazzagatti,4/21/2007,"Manchester, England, United Kingdom",Red,False,LightHeavyweight
Steve Mazzagatti,4/21/2007,"Manchester, England, United Kingdom",Red,False,Welterweight
Herb Dean,4/21/2007,"Manchester, England, United Kingdom",Red,False,Welterweight
John McCarthy,4/7/2007,"Houston, Texas, USA",Red,False,Middleweight
Mario Yamasaki,4/7/2007,"Houston, Texas, USA",Red,False,Lightweight
Mario Yamasaki,4/7/2007,"Houston, Texas, USA",Red,False,Middleweight
John McCarthy,4/7/2007,"Houston, Texas, USA",Red,True,Welterweight
John McCarthy,4/7/2007,"Houston, Texas, USA",Red,False,Welterweight
Kerry Hatley,4/7/2007,"Houston, Texas, USA",Red,False,Heavyweight
Kerry Hatley,4/7/2007,"Houston, Texas, USA",Red,False,Welterweight
Mario Yamasaki,4/7/2007,"Houston, Texas, USA",Red,False,Middleweight
Kerry Hatley,4/7/2007,"Houston, Texas, USA",Red,False,Welterweight
Herb Dean,4/5/2007,"Las Vegas, Nevada, USA",Red,False,Lightweight
John McCarthy,4/5/2007,"Las Vegas, Nevada, USA",Red,False,Welterweight
Steve Mazzagatti,4/5/2007,"Las Vegas, Nevada, USA",Red,False,Lightweight
Steve Mazzagatti,4/5/2007,"Las Vegas, Nevada, USA",Red,False,Welterweight
Yves Lavigne,4/5/2007,"Las Vegas, Nevada, USA",Red,False,Welterweight
John McCarthy,4/5/2007,"Las Vegas, Nevada, USA",Red,False,Lightweight
Herb Dean,4/5/2007,"Las Vegas, Nevada, USA",Red,False,Heavyweight
Yves Lavigne,4/5/2007,"Las Vegas, Nevada, USA",Red,False,LightHeavyweight
Herb Dean,4/5/2007,"Las Vegas, Nevada, USA",Red,False,Lightweight
Mark Matheny,3/3/2007,"Columbus, Ohio, USA",Red,False,Welterweight
John McCarthy,3/3/2007,"Columbus, Ohio, USA",Red,True,Heavyweight
Mark Matheny,3/3/2007,"Columbus, Ohio, USA",Red,False,Welterweight
Herb Dean,3/3/2007,"Columbus, Ohio, USA",Red,False,Middleweight
Herb Dean,3/3/2007,"Columbus, Ohio, USA",Red,False,Lightweight
John McCarthy,3/3/2007,"Columbus, Ohio, USA",Red,False,LightHeavyweight
Herb Dean,3/3/2007,"Columbus, Ohio, USA",Red,False,Middleweight
John McCarthy,3/3/2007,"Columbus, Ohio, USA",Red,False,LightHeavyweight
Mark Matheny,3/3/2007,"Columbus, Ohio, USA",Red,False,Lightweight
Steve Mazzagatti,2/3/2007,"Las Vegas, Nevada, USA",Red,False,Heavyweight
Herb Dean,2/3/2007,"Las Vegas, Nevada, USA",Red,False,Middleweight
John McCarthy,2/3/2007,"Las Vegas, Nevada, USA",Red,False,LightHeavyweight
Yves Lavigne,2/3/2007,"Las Vegas, Nevada, USA",Red,False,Middleweight
John McCarthy,2/3/2007,"Las Vegas, Nevada, USA",Red,False,LightHeavyweight
Herb Dean,2/3/2007,"Las Vegas, Nevada, USA",Red,False,Middleweight
Steve Mazzagatti,2/3/2007,"Las Vegas, Nevada, USA",Red,False,Lightweight
Yves Lavigne,2/3/2007,"Las Vegas, Nevada, USA",Red,False,Lightweight
Yves Lavigne,2/3/2007,"Las Vegas, Nevada, USA",Red,False,Lightweight
Troy Waugh,1/25/2007,"Hollywood, Florida, USA",Red,False,LightHeavyweight
John McCarthy,1/25/2007,"Hollywood, Florida, USA",Red,False,Heavyweight
Troy Waugh,1/25/2007,"Hollywood, Florida, USA",Red,False,Welterweight
John McCarthy,1/25/2007,"Hollywood, Florida, USA",Red,False,Lightweight
Troy Waugh,1/25/2007,"Hollywood, Florida, USA",Red,False,Welterweight
Jorge Alonso,1/25/2007,"Hollywood, Florida, USA",Red,False,Middleweight
Jorge Alonso,1/25/2007,"Hollywood, Florida, USA",Red,False,Lightweight
John McCarthy,1/25/2007,"Hollywood, Florida, USA",Red,False,Middleweight
Herb Dean,12/30/2006,"Las Vegas, Nevada, USA",Red,False,Heavyweight
Steve Mazzagatti,12/30/2006,"Las Vegas, Nevada, USA",Red,False,Middleweight
Mario Yamasaki,12/30/2006,"Las Vegas, Nevada, USA",Red,False,LightHeavyweight
John McCarthy,12/30/2006,"Las Vegas, Nevada, USA",Red,False,LightHeavyweight
Mario Yamasaki,12/30/2006,"Las Vegas, Nevada, USA",Red,True,LightHeavyweight
Steve Mazzagatti,12/30/2006,"Las Vegas, Nevada, USA",Red,False,Middleweight
Herb Dean,12/30/2006,"Las Vegas, Nevada, USA",Red,False,Heavyweight
John McCarthy,12/30/2006,"Las Vegas, Nevada, USA",Red,False,Welterweight
Herb Dean,12/30/2006,"Las Vegas, Nevada, USA",Red,False,Heavyweight
Herb Dean,12/13/2006,"San Diego, California, USA",Red,False,LightHeavyweight
Herb Dean,12/13/2006,"San Diego, California, USA",Red,False,Welterweight
John McCarthy,12/13/2006,"San Diego, California, USA",Red,False,Welterweight
Steve Mazzagatti,12/13/2006,"San Diego, California, USA",Red,False,Middleweight
John McCarthy,12/13/2006,"San Diego, California, USA",Red,False,Welterweight
John McCarthy,12/13/2006,"San Diego, California, USA",Red,False,Welterweight
Steve Mazzagatti,12/13/2006,"San Diego, California, USA",Red,False,Welterweight
Herb Dean,12/13/2006,"San Diego, California, USA",Red,False,Welterweight
Steve Mazzagatti,12/13/2006,"San Diego, California, USA",Red,False,Middleweight
Mario Yamasaki,11/18/2006,"Sacramento, California, USA",Red,False,Lightweight
Mario Yamasaki,11/18/2006,"Sacramento, California, USA",Red,False,LightHeavyweight
Steve Mazzagatti,11/18/2006,"Sacramento, California, USA",Red,False,Heavyweight
John McCarthy,11/18/2006,"Sacramento, California, USA",Red,True,Welterweight
Mario Yamasaki,11/18/2006,"Sacramento, California, USA",Red,False,LightHeavyweight
John McCarthy,11/18/2006,"Sacramento, California, USA",Red,False,Heavyweight
John McCarthy,11/18/2006,"Sacramento, California, USA",Red,True,Heavyweight
Steve Mazzagatti,11/18/2006,"Sacramento, California, USA",Red,False,Welterweight
Steve Mazzagatti,11/18/2006,"Sacramento, California, USA",Red,False,Heavyweight
John McCarthy,11/11/2006,"Las Vegas, Nevada, USA",Red,True,Middleweight
Yves Lavigne,11/11/2006,"Las Vegas, Nevada, USA",Red,False,Middleweight
Herb Dean,11/11/2006,"Las Vegas, Nevada, USA",Red,False,Welterweight
John McCarthy,11/11/2006,"Las Vegas, Nevada, USA",Red,False,Middleweight
Herb Dean,11/11/2006,"Las Vegas, Nevada, USA",Red,True,Welterweight
Yves Lavigne,11/11/2006,"Las Vegas, Nevada, USA",Red,False,Middleweight
Steve Mazzagatti,11/11/2006,"Las Vegas, Nevada, USA",Red,False,Middleweight
Steve Mazzagatti,11/11/2006,"Las Vegas, Nevada, USA",Red,False,Lightweight
John McCarthy,10/14/2006,"Las Vegas, Nevada, USA",Red,True,Middleweight
Steve Mazzagatti,10/14/2006,"Las Vegas, Nevada, USA",Red,False,Lightweight
Mario Yamasaki,10/14/2006,"Las Vegas, Nevada, USA",Red,False,Lightweight
Yves Lavigne,10/14/2006,"Las Vegas, Nevada, USA",Red,False,Heavyweight
Yves Lavigne,10/14/2006,"Las Vegas, Nevada, USA",Red,False,Middleweight
John McCarthy,10/14/2006,"Las Vegas, Nevada, USA",Red,False,Lightweight
Mario Yamasaki,10/14/2006,"Las Vegas, Nevada, USA",Red,False,Welterweight
Steve Mazzagatti,10/14/2006,"Las Vegas, Nevada, USA",Red,True,Lightweight
John McCarthy,10/10/2006,"Hollywood, Florida, USA",Red,False,LightHeavyweight
John McCarthy,10/10/2006,"Hollywood, Florida, USA",Red,False,LightHeavyweight
Marco Lopez,10/10/2006,"Hollywood, Florida, USA",Red,False,Welterweight
Troy Waugh,10/10/2006,"Hollywood, Florida, USA",Red,False,Welterweight
Troy Waugh,10/10/2006,"Hollywood, Florida, USA",Red,False,Middleweight
Troy Waugh,10/10/2006,"Hollywood, Florida, USA",Red,False,Middleweight
John McCarthy,10/10/2006,"Hollywood, Florida, USA",Red,False,Middleweight
Jorge Alonso,10/10/2006,"Hollywood, Florida, USA",Red,False,Middleweight
Jorge Alonso,10/10/2006,"Hollywood, Florida, USA",Red,False,Welterweight
Herb Dean,9/23/2006,"Anaheim, California, USA",Red,False,Lightweight
Herb Dean,9/23/2006,"Anaheim, California, USA",Red,False,Lightweight
John McCarthy,9/23/2006,"Anaheim, California, USA",Red,False,Heavyweight
Herb Dean,9/23/2006,"Anaheim, California, USA",Red,False,Lightweight
John McCarthy,9/23/2006,"Anaheim, California, USA",Red,True,Welterweight
John McCarthy,9/23/2006,"Anaheim, California, USA",Red,False,LightHeavyweight
Steve Mazzagatti,9/23/2006,"Anaheim, California, USA",Red,False,Middleweight
Steve Mazzagatti,9/23/2006,"Anaheim, California, USA",Red,False,Lightweight
Steve Mazzagatti,9/23/2006,"Anaheim, California, USA",Red,False,Lightweight
Mario Yamasaki,8/26/2006,"Las Vegas, Nevada, USA",Red,False,LightHeavyweight
Steve Mazzagatti,8/26/2006,"Las Vegas, Nevada, USA",Red,False,LightHeavyweight
John McCarthy,8/26/2006,"Las Vegas, Nevada, USA",Red,True,LightHeavyweight
Herb Dean,8/26/2006,"Las Vegas, Nevada, USA",Red,False,Welterweight
Mario Yamasaki,8/26/2006,"Las Vegas, Nevada, USA",Red,False,Heavyweight
John McCarthy,8/26/2006,"Las Vegas, Nevada, USA",Red,False,Lightweight
Herb Dean,8/26/2006,"Las Vegas, Nevada, USA",Red,False,LightHeavyweight
Steve Mazzagatti,8/26/2006,"Las Vegas, Nevada, USA",Red,False,LightHeavyweight
Herb Dean,8/26/2006,"Las Vegas, Nevada, USA",Red,False,Middleweight
Herb Dean,8/17/2006,"Las Vegas, Nevada, USA",Red,False,Middleweight
Herb Dean,8/17/2006,"Las Vegas, Nevada, USA",Red,False,Middleweight
Herb Dean,8/17/2006,"Las Vegas, Nevada, USA",Red,False,Welterweight
Steve Mazzagatti,8/17/2006,"Las Vegas, Nevada, USA",Red,False,Welterweight
John McCarthy,8/17/2006,"Las Vegas, Nevada, USA",Red,False,Welterweight
John McCarthy,8/17/2006,"Las Vegas, Nevada, USA",Red,False,Welterweight
John McCarthy,8/17/2006,"Las Vegas, Nevada, USA",Red,False,Heavyweight
Steve Mazzagatti,8/17/2006,"Las Vegas, Nevada, USA",Red,False,Middleweight
Steve Mazzagatti,8/17/2006,"Las Vegas, Nevada, USA",Red,False,Welterweight
Herb Dean,7/8/2006,"Las Vegas, Nevada, USA",Red,False,LightHeavyweight
John McCarthy,7/8/2006,"Las Vegas, Nevada, USA",Red,True,Heavyweight
Herb Dean,7/8/2006,"Las Vegas, Nevada, USA",Red,False,Heavyweight
Yves Lavigne,7/8/2006,"Las Vegas, Nevada, USA",Red,False,Heavyweight
Yves Lavigne,7/8/2006,"Las Vegas, Nevada, USA",Red,False,Heavyweight
John McCarthy,7/8/2006,"Las Vegas, Nevada, USA",Red,False,Lightweight
Yves Lavigne,7/8/2006,"Las Vegas, Nevada, USA",Red,False,CatchWeight
Steve Mazzagatti,7/8/2006,"Las Vegas, Nevada, USA",Red,False,Welterweight
Steve Mazzagatti,7/8/2006,"Las Vegas, Nevada, USA",Red,False,Welterweight
Herb Dean,6/28/2006,"Las Vegas, Nevada, USA",Red,False,Welterweight
Mario Yamasaki,6/28/2006,"Las Vegas, Nevada, USA",Red,False,LightHeavyweight
Steve Mazzagatti,6/28/2006,"Las Vegas, Nevada, USA",Red,False,LightHeavyweight
Steve Mazzagatti,6/28/2006,"Las Vegas, Nevada, USA",Red,False,Lightweight
John McCarthy,6/28/2006,"Las Vegas, Nevada, USA",Red,False,Middleweight
Mario Yamasaki,6/28/2006,"Las Vegas, Nevada, USA",Red,False,Welterweight
Herb Dean,6/28/2006,"Las Vegas, Nevada, USA",Red,False,LightHeavyweight
John McCarthy,6/28/2006,"Las Vegas, Nevada, USA",Red,False,Welterweight
Mario Yamasaki,6/28/2006,"Las Vegas, Nevada, USA",Red,False,Middleweight
