referee,date,location,winner,title_bout,weight_class
Chris Tognoni,3/20/2021,"Las Vegas, Nevada, USA",Red,False,Bantamweight
Herb Dean,3/20/2021,"Las Vegas, Nevada, USA",Red,False,Middleweight
Herb Dean,3/20/2021,"Las Vegas, Nevada, USA",Red,False,Heavyweight
Mark Smith,3/20/2021,"Las Vegas, Nevada, USA",Blue,False,WomenStrawweight
Mark Smith,3/20/2021,"Las Vegas, Nevada, USA",Blue,False,WomenBantamweight
Chris Tognoni,3/20/2021,"Las Vegas, Nevada, USA",Blue,False,Lightweight
Keith Peterson,3/20/2021,"Las Vegas, Nevada, USA",Blue,False,Welterweight
Herb Dean,3/20/2021,"Las Vegas, Nevada, USA",Red,False,Middleweight
Keith Peterson,3/20/2021,"Las Vegas, Nevada, USA",Red,False,Bantamweight
Mark Smith,3/20/2021,"Las Vegas, Nevada, USA",Red,False,Flyweight
,3/13/2021,"Las Vegas, Nevada, USA",Blue,False,Flyweight
Mark Smith,3/13/2021,"Las Vegas, Nevada, USA",Blue,False,LightHeavyweight
Mark Smith,3/13/2021,"Las Vegas, Nevada, USA",Red,False,Featherweight
Mike Beltran,3/13/2021,"Las Vegas, Nevada, USA",Red,False,WomenStrawweight
Chris Tognoni,3/13/2021,"Las Vegas, Nevada, USA",Blue,False,Bantamweight
Mike Beltran,3/13/2021,"Las Vegas, Nevada, USA",Red,False,Featherweight
Chris Tognoni,3/13/2021,"Las Vegas, Nevada, USA",Red,False,Lightweight
Mark Smith,3/13/2021,"Las Vegas, Nevada, USA",Blue,False,WomenFlyweight
Chris Tognoni,3/13/2021,"Las Vegas, Nevada, USA",Red,False,Welterweight
Herb Dean,3/13/2021,"Las Vegas, Nevada, USA",Red,False,Bantamweight
Mike Beltran,3/13/2021,"Las Vegas, Nevada, USA",Blue,False,WomenStrawweight
Jason Herzog,3/6/2021,"Las Vegas, Nevada, USA",Red,False,Bantamweight
Mark Smith,3/6/2021,"Las Vegas, Nevada, USA",Blue,False,Bantamweight
Mark Smith,3/6/2021,"Las Vegas, Nevada, USA",Blue,True,Bantamweight
Herb Dean,3/6/2021,"Las Vegas, Nevada, USA",Red,True,LightHeavyweight
Herb Dean,3/6/2021,"Las Vegas, Nevada, USA",Blue,False,LightHeavyweight
Jason Herzog,3/6/2021,"Las Vegas, Nevada, USA",Blue,False,Flyweight
Jason Herzog,3/6/2021,"Las Vegas, Nevada, USA",Red,True,WomenFeatherweight
Chris Tognoni,3/6/2021,"Las Vegas, Nevada, USA",Red,False,Lightweight
Mark Smith,3/6/2021,"Las Vegas, Nevada, USA",Red,False,Flyweight
Jason Herzog,3/6/2021,"Las Vegas, Nevada, USA",Blue,False,WomenStrawweight
Herb Dean,3/6/2021,"Las Vegas, Nevada, USA",Blue,False,Flyweight
Mark Smith,3/6/2021,"Las Vegas, Nevada, USA",Red,False,Lightweight
Herb Dean,3/6/2021,"Las Vegas, Nevada, USA",Red,False,LightHeavyweight
Chris Tognoni,3/6/2021,"Las Vegas, Nevada, USA",Red,False,Welterweight
Chris Tognoni,3/6/2021,"Las Vegas, Nevada, USA",Blue,False,Bantamweight
Herb Dean,2/27/2021,"Las Vegas, Nevada, USA",Blue,False,Heavyweight
Jerin Valel,2/27/2021,"Las Vegas, Nevada, USA",Blue,False,Bantamweight
Mark Smith,2/27/2021,"Las Vegas, Nevada, USA",Blue,False,Lightweight
Herb Dean,2/27/2021,"Las Vegas, Nevada, USA",Red,False,Bantamweight
Chris Tognoni,2/27/2021,"Las Vegas, Nevada, USA",Red,False,Featherweight
Chris Tognoni,2/27/2021,"Las Vegas, Nevada, USA",Red,False,WomenBantamweight
Mark Smith,2/27/2021,"Las Vegas, Nevada, USA",Blue,False,LightHeavyweight
Chris Tognoni,2/27/2021,"Las Vegas, Nevada, USA",Red,False,LightHeavyweight
Herb Dean,2/20/2021,"Las Vegas, Nevada, USA",Blue,False,Heavyweight
Mark Smith,2/20/2021,"Las Vegas, Nevada, USA",Blue,False,Featherweight
Chris Tognoni,2/20/2021,"Las Vegas, Nevada, USA",Red,False,Middleweight
Herb Dean,2/20/2021,"Las Vegas, Nevada, USA",Blue,False,Heavyweight
Jason Herzog,2/20/2021,"Las Vegas, Nevada, USA",Blue,False,Bantamweight
Mark Smith,2/20/2021,"Las Vegas, Nevada, USA",Blue,False,Heavyweight
Herb Dean,2/20/2021,"Las Vegas, Nevada, USA",Red,False,Featherweight
Jason Herzog,2/20/2021,"Las Vegas, Nevada, USA",Blue,False,WomenBantamweight
Mark Smith,2/20/2021,"Las Vegas, Nevada, USA",Red,False,Bantamweight
Chris Tognoni,2/20/2021,"Las Vegas, Nevada, USA",Red,False,Heavyweight
Mark Smith,2/20/2021,"Las Vegas, Nevada, USA",Blue,False,Featherweight
Chris Tognoni,2/20/2021,"Las Vegas, Nevada, USA",Blue,False,WomenFlyweight
Keith Peterson,2/13/2021,"Las Vegas, Nevada, USA",Blue,False,WomenFlyweight
Herb Dean,2/13/2021,"Las Vegas, Nevada, USA",Red,False,Welterweight
Mark Smith,2/13/2021,"Las Vegas, Nevada, USA",Blue,False,Middleweight
Herb Dean,2/13/2021,"Las Vegas, Nevada, USA",Red,True,Welterweight
Keith Peterson,2/13/2021,"Las Vegas, Nevada, USA",Red,False,Featherweight
Mark Smith,2/13/2021,"Las Vegas, Nevada, USA",Red,False,Middleweight
Mark Smith,2/13/2021,"Las Vegas, Nevada, USA",Red,False,WomenStrawweight
Keith Peterson,2/13/2021,"Las Vegas, Nevada, USA",Blue,False,Middleweight
Mark Smith,2/13/2021,"Las Vegas, Nevada, USA",Red,False,Welterweight
Chris Tognoni,2/13/2021,"Las Vegas, Nevada, USA",Blue,False,CatchWeight
Keith Peterson,2/6/2021,"Las Vegas, Nevada, USA",Red,False,Flyweight
Mark Smith,2/6/2021,"Las Vegas, Nevada, USA",Red,False,WomenBantamweight
Keith Peterson,2/6/2021,"Las Vegas, Nevada, USA",Red,False,CatchWeight
Mark Smith,2/6/2021,"Las Vegas, Nevada, USA",Blue,False,Lightweight
Jason Herzog,2/6/2021,"Las Vegas, Nevada, USA",Blue,False,Heavyweight
Chris Tognoni,2/6/2021,"Las Vegas, Nevada, USA",Blue,False,Lightweight
Keith Peterson,2/6/2021,"Las Vegas, Nevada, USA",Red,False,Bantamweight
Jason Herzog,2/6/2021,"Las Vegas, Nevada, USA",Blue,False,LightHeavyweight
Chris Tognoni,2/6/2021,"Las Vegas, Nevada, USA",Red,False,Featherweight
Chris Tognoni,2/6/2021,"Las Vegas, Nevada, USA",Red,False,Featherweight
Jason Herzog,2/6/2021,"Las Vegas, Nevada, USA",Blue,False,WomenFlyweight
Mark Smith,2/6/2021,"Las Vegas, Nevada, USA",Red,False,Featherweight
Marc Goddard,1/23/2021,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Blue,False,Lightweight
Jason Herzog,1/23/2021,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Blue,False,Middleweight
Keith Peterson,1/23/2021,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Red,False,WomenBantamweight
Keith Peterson,1/23/2021,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Blue,False,WomenFlyweight
Herb Dean,1/23/2021,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Red,False,Lightweight
Marc Goddard,1/23/2021,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Red,False,Middleweight
Lukasz Bosacki,1/23/2021,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Red,False,Lightweight
Herb Dean,1/23/2021,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Red,False,WomenStrawweight
Jason Herzog,1/23/2021,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Red,False,Flyweight
Herb Dean,1/23/2021,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Blue,False,LightHeavyweight
Lukasz Bosacki,1/23/2021,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Blue,False,CatchWeight
Keith Peterson,1/20/2021,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Red,False,Bantamweight
Lukasz Bosacki,1/20/2021,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Red,False,Middleweight
Herb Dean,1/20/2021,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Red,False,Welterweight
Herb Dean,1/20/2021,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Red,False,Flyweight
Keith Peterson,1/20/2021,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Blue,False,WomenFlyweight
Jason Herzog,1/20/2021,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Red,False,LightHeavyweight
Marc Goddard,1/20/2021,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Red,False,Welterweight
Marc Goddard,1/20/2021,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Red,False,Featherweight
Jason Herzog,1/20/2021,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Red,False,Flyweight
Marc Goddard,1/20/2021,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Red,False,Flyweight
Keith Peterson,1/20/2021,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Red,False,Lightweight
Herb Dean,1/20/2021,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Red,False,Middleweight
Jason Herzog,1/20/2021,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Red,False,Bantamweight
Lukasz Bosacki,1/20/2021,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Blue,False,WomenFlyweight
Jason Herzog,1/16/2021,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Blue,False,WomenBantamweight
Herb Dean,1/16/2021,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Red,False,Middleweight
Herb Dean,1/16/2021,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Red,False,Heavyweight
Marc Goddard,1/16/2021,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Red,False,Welterweight
Jason Herzog,1/16/2021,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Blue,False,Welterweight
Keith Peterson,1/16/2021,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Blue,False,Middleweight
Jason Herzog,1/16/2021,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Blue,False,Welterweight
Herb Dean,1/16/2021,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Red,False,Featherweight
Keith Peterson,1/16/2021,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Blue,False,WomenBantamweight
Marc Goddard,1/16/2021,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Blue,False,Featherweight
Marc Goddard,12/19/2020,"Las Vegas, Nevada, USA",Blue,False,Bantamweight
Mark Smith,12/19/2020,"Las Vegas, Nevada, USA",Blue,False,WomenBantamweight
Dan Miragliotta,12/19/2020,"Las Vegas, Nevada, USA",Red,False,CatchWeight
Marc Goddard,12/19/2020,"Las Vegas, Nevada, USA",Red,False,Welterweight
Dan Miragliotta,12/19/2020,"Las Vegas, Nevada, USA",Red,False,Bantamweight
Marc Goddard,12/19/2020,"Las Vegas, Nevada, USA",Red,False,Welterweight
Dan Miragliotta,12/19/2020,"Las Vegas, Nevada, USA",Red,False,Heavyweight
Mark Smith,12/19/2020,"Las Vegas, Nevada, USA",Red,False,Welterweight
Mark Smith,12/19/2020,"Las Vegas, Nevada, USA",Blue,False,WomenFlyweight
Jerin Valel,12/19/2020,"Las Vegas, Nevada, USA",Red,False,Flyweight
Chris Tognoni,12/19/2020,"Las Vegas, Nevada, USA",Red,False,Middleweight
Chris Tognoni,12/19/2020,"Las Vegas, Nevada, USA",Red,False,CatchWeight
Chris Tognoni,12/12/2020,"Las Vegas, Nevada, USA",Blue,False,Lightweight
Mark Smith,12/12/2020,"Las Vegas, Nevada, USA",Red,False,Middleweight
Jason Herzog,12/12/2020,"Las Vegas, Nevada, USA",Red,False,WomenStrawweight
Mark Smith,12/12/2020,"Las Vegas, Nevada, USA",Blue,False,Lightweight
Jerin Valel,12/12/2020,"Las Vegas, Nevada, USA",Blue,False,Heavyweight
Jerin Valel,12/12/2020,"Las Vegas, Nevada, USA",Red,False,Featherweight
Mark Smith,12/12/2020,"Las Vegas, Nevada, USA",Red,False,Featherweight
Jason Herzog,12/12/2020,"Las Vegas, Nevada, USA",Red,False,WomenStrawweight
Chris Tognoni,12/12/2020,"Las Vegas, Nevada, USA",Red,False,Featherweight
,12/5/2020,"Las Vegas, Nevada, USA",Red,False,Lightweight
Herb Dean,12/5/2020,"Las Vegas, Nevada, USA",Red,False,LightHeavyweight
Mark Smith,12/5/2020,"Las Vegas, Nevada, USA",Red,False,Featherweight
Jason Herzog,12/5/2020,"Las Vegas, Nevada, USA",Red,False,Bantamweight
Chris Tognoni,12/5/2020,"Las Vegas, Nevada, USA",Blue,False,Heavyweight
Jason Herzog,12/5/2020,"Las Vegas, Nevada, USA",Blue,False,LightHeavyweight
Chris Tognoni,12/5/2020,"Las Vegas, Nevada, USA",Blue,False,Lightweight
Herb Dean,12/5/2020,"Las Vegas, Nevada, USA",Blue,False,Middleweight
Jason Herzog,11/28/2020,"Las Vegas, Nevada, USA",Blue,False,WomenBantamweight
Dan Miragliotta,11/28/2020,"Las Vegas, Nevada, USA",Red,False,Featherweight
Dan Miragliotta,11/28/2020,"Las Vegas, Nevada, USA",Red,False,Welterweight
Mark Smith,11/28/2020,"Las Vegas, Nevada, USA",Blue,False,Heavyweight
Herb Dean,11/28/2020,"Las Vegas, Nevada, USA",Red,False,LightHeavyweight
Herb Dean,11/28/2020,"Las Vegas, Nevada, USA",Blue,False,Featherweight
Herb Dean,11/28/2020,"Las Vegas, Nevada, USA",Blue,False,Bantamweight
Jason Herzog,11/28/2020,"Las Vegas, Nevada, USA",Blue,False,CatchWeight
Mark Smith,11/28/2020,"Las Vegas, Nevada, USA",Red,False,WomenFlyweight
Dan Miragliotta,11/28/2020,"Las Vegas, Nevada, USA",Red,False,Flyweight
Marc Goddard,11/21/2020,"Las Vegas, Nevada, USA",Red,False,Flyweight
Herb Dean,11/21/2020,"Las Vegas, Nevada, USA",Red,False,Middleweight
Mark Smith,11/21/2020,"Las Vegas, Nevada, USA",Red,False,WomenFlyweight
Chris Tognoni,11/21/2020,"Las Vegas, Nevada, USA",Red,False,WomenFlyweight
Herb Dean,11/21/2020,"Las Vegas, Nevada, USA",Red,True,WomenFlyweight
Marc Goddard,11/21/2020,"Las Vegas, Nevada, USA",Red,True,Flyweight
Herb Dean,11/21/2020,"Las Vegas, Nevada, USA",Blue,False,LightHeavyweight
Marc Goddard,11/21/2020,"Las Vegas, Nevada, USA",Blue,False,Welterweight
Chris Tognoni,11/21/2020,"Las Vegas, Nevada, USA",Red,False,Welterweight
Mark Smith,11/21/2020,"Las Vegas, Nevada, USA",Blue,False,Welterweight
Chris Tognoni,11/21/2020,"Las Vegas, Nevada, USA",Blue,False,Welterweight
Mark Smith,11/21/2020,"Las Vegas, Nevada, USA",Red,False,Middleweight
Jason Herzog,11/14/2020,"Las Vegas, Nevada, USA",Red,False,WomenStrawweight
Jason Herzog,11/14/2020,"Las Vegas, Nevada, USA",Blue,False,WomenStrawweight
Mark Smith,11/14/2020,"Las Vegas, Nevada, USA",Blue,False,WomenStrawweight
Herb Dean,11/14/2020,"Las Vegas, Nevada, USA",Blue,False,CatchWeight
Chris Tognoni,11/14/2020,"Las Vegas, Nevada, USA",Blue,False,Bantamweight
Jason Herzog,11/14/2020,"Las Vegas, Nevada, USA",Red,False,Welterweight
Mark Smith,11/14/2020,"Las Vegas, Nevada, USA",Blue,False,Welterweight
Herb Dean,11/14/2020,"Las Vegas, Nevada, USA",Blue,False,Lightweight
Chris Tognoni,11/14/2020,"Las Vegas, Nevada, USA",Red,False,Heavyweight
Herb Dean,11/7/2020,"Las Vegas, Nevada, USA",Blue,False,LightHeavyweight
Mark Smith,11/7/2020,"Las Vegas, Nevada, USA",Red,False,Heavyweight
Herb Dean,11/7/2020,"Las Vegas, Nevada, USA",Red,False,Heavyweight
Jason Herzog,11/7/2020,"Las Vegas, Nevada, USA",Blue,False,WomenStrawweight
Chris Tognoni,11/7/2020,"Las Vegas, Nevada, USA",Red,False,Featherweight
Herb Dean,11/7/2020,"Las Vegas, Nevada, USA",Red,False,Featherweight
Jason Herzog,11/7/2020,"Las Vegas, Nevada, USA",Red,False,Bantamweight
Mark Smith,11/7/2020,"Las Vegas, Nevada, USA",Red,False,Middleweight
Chris Tognoni,11/7/2020,"Las Vegas, Nevada, USA",Red,False,Bantamweight
Mark Smith,11/7/2020,"Las Vegas, Nevada, USA",Red,False,Welterweight
Mark Smith,10/31/2020,"Las Vegas, Nevada, USA",Blue,False,Lightweight
Herb Dean,10/31/2020,"Las Vegas, Nevada, USA",Red,False,Bantamweight
Herb Dean,10/31/2020,"Las Vegas, Nevada, USA",Blue,False,Heavyweight
Keith Peterson,10/31/2020,"Las Vegas, Nevada, USA",Red,False,Middleweight
Keith Peterson,10/31/2020,"Las Vegas, Nevada, USA",Blue,False,Lightweight
Mark Smith,10/31/2020,"Las Vegas, Nevada, USA",Red,False,Middleweight
Herb Dean,10/31/2020,"Las Vegas, Nevada, USA",Red,False,Middleweight
Keith Peterson,10/31/2020,"Las Vegas, Nevada, USA",Red,False,Featherweight
Chris Tognoni,10/31/2020,"Las Vegas, Nevada, USA",Red,False,LightHeavyweight
Mark Smith,10/31/2020,"Las Vegas, Nevada, USA",Blue,False,Welterweight
Chris Tognoni,10/31/2020,"Las Vegas, Nevada, USA",Red,False,Bantamweight
Jason Herzog,10/24/2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Blue,False,Middleweight
Lukasz Bosacki,10/24/2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Red,False,Heavyweight
Anders Ohlsson,10/24/2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Red,False,LightHeavyweight
Jason Herzog,10/24/2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Blue,False,Heavyweight
Anders Ohlsson,10/24/2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Red,False,Middleweight
Lukasz Bosacki,10/24/2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Red,False,WomenFlyweight
Jason Herzog,10/24/2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Red,True,Lightweight
Anders Ohlsson,10/24/2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Blue,False,CatchWeight
Jason Herzog,10/24/2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Red,False,Lightweight
Lukasz Bosacki,10/24/2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Blue,False,WomenFlyweight
Lukasz Bosacki,10/24/2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Blue,False,Welterweight
Lukasz Bosacki,10/17/2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Blue,False,WomenFlyweight
Anders Ohlsson,10/17/2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Blue,False,Featherweight
Anders Ohlsson,10/17/2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Red,False,LightHeavyweight
Lukasz Bosacki,10/17/2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Blue,False,Lightweight
Lukasz Bosacki,10/17/2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Red,False,Middleweight
Anders Ohlsson,10/17/2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Red,False,WomenFlyweight
Lukasz Bosacki,10/17/2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Blue,False,Welterweight
Lukasz Bosacki,10/17/2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Red,False,Featherweight
Anders Ohlsson,10/17/2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Blue,False,LightHeavyweight
Lukasz Bosacki,10/17/2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Red,False,Bantamweight
Lukasz Bosacki,10/17/2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Blue,False,Lightweight
Marc Goddard,10/10/2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Blue,False,Bantamweight
Lukasz Bosacki,10/10/2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Red,False,Middleweight
Marc Goddard,10/10/2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Red,False,Heavyweight
Kevin Sataki,10/10/2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Blue,False,Middleweight
Marc Goddard,10/10/2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Blue,False,Heavyweight
Kevin Sataki,10/10/2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Blue,False,Featherweight
Lukasz Bosacki,10/10/2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Red,False,Heavyweight
Kevin Sataki,10/10/2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Red,False,Featherweight
Kevin Sataki,10/10/2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Blue,False,Middleweight
Marc Goddard,10/10/2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Red,False,Featherweight
Lukasz Bosacki,10/10/2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Blue,False,Bantamweight
Kevin Sataki,10/10/2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Red,False,WomenBantamweight
Lukasz Bosacki,10/10/2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Blue,False,Flyweight
Marc Goddard,10/3/2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Red,False,Welterweight
Jason Herzog,10/3/2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Blue,False,Middleweight
,10/3/2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Red,False,WomenBantamweight
Marc Goddard,10/3/2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Red,False,Bantamweight
Marc Goddard,10/3/2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Red,False,WomenBantamweight
Kevin Sataki,10/3/2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Blue,False,Heavyweight
Kevin Sataki,10/3/2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Blue,False,Middleweight
Marc Goddard,10/3/2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Red,False,WomenStrawweight
Kevin Sataki,10/3/2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Red,False,Bantamweight
Jason Herzog,10/3/2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Red,False,Lightweight
Jason Herzog,9/26/2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Red,False,WomenBantamweight
Jason Herzog,9/26/2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Red,True,Middleweight
Lukasz Bosacki,9/26/2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Blue,False,Flyweight
Kevin Sataki,9/26/2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Blue,False,Featherweight
Jason Herzog,9/26/2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Blue,False,Welterweight
Lukasz Bosacki,9/26/2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Red,False,Lightweight
Kevin Sataki,9/26/2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Blue,True,LightHeavyweight
Kevin Sataki,9/26/2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Red,False,Featherweight
Lukasz Bosacki,9/26/2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Red,False,LightHeavyweight
Jason Herzog,9/26/2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Blue,False,LightHeavyweight
Kevin Sataki,9/26/2020,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Red,False,Heavyweight
Dan Miragliotta,9/19/2020,"Las Vegas, Nevada, USA",Red,False,LightHeavyweight
Dan Miragliotta,9/19/2020,"Las Vegas, Nevada, USA",Blue,False,Featherweight
Dan Miragliotta,9/19/2020,"Las Vegas, Nevada, USA",Red,False,Welterweight
Jason Herzog,9/19/2020,"Las Vegas, Nevada, USA",Red,False,WomenStrawweight
Jason Herzog,9/19/2020,"Las Vegas, Nevada, USA",Blue,False,Flyweight
Mark Smith,9/19/2020,"Las Vegas, Nevada, USA",Red,False,Middleweight
Mark Smith,9/19/2020,"Las Vegas, Nevada, USA",Red,False,Middleweight
Chris Tognoni,9/19/2020,"Las Vegas, Nevada, USA",Red,False,WomenBantamweight
Dan Miragliotta,9/19/2020,"Las Vegas, Nevada, USA",Red,False,Featherweight
Mark Smith,9/19/2020,"Las Vegas, Nevada, USA",Blue,False,Bantamweight
Jason Herzog,9/19/2020,"Las Vegas, Nevada, USA",Red,False,WomenFlyweight
Chris Tognoni,9/19/2020,"Las Vegas, Nevada, USA",Red,False,Bantamweight
Chris Tognoni,9/19/2020,"Las Vegas, Nevada, USA",Red,False,Bantamweight
Herb Dean,9/12/2020,"Las Vegas, Nevada, USA",Red,False,Lightweight
Marc Goddard,9/12/2020,"Las Vegas, Nevada, USA",Red,False,Featherweight
Mark Smith,9/12/2020,"Las Vegas, Nevada, USA",Blue,False,WomenBantamweight
Marc Goddard,9/12/2020,"Las Vegas, Nevada, USA",Red,False,WomenStrawweight
Mark Smith,9/12/2020,"Las Vegas, Nevada, USA",Red,False,WomenFlyweight
Chris Tognoni,9/12/2020,"Las Vegas, Nevada, USA",Red,False,LightHeavyweight
Herb Dean,9/12/2020,"Las Vegas, Nevada, USA",Red,False,Lightweight
Mark Smith,9/12/2020,"Las Vegas, Nevada, USA",Red,False,Heavyweight
Herb Dean,9/12/2020,"Las Vegas, Nevada, USA",Blue,False,CatchWeight
Chris Tognoni,9/12/2020,"Las Vegas, Nevada, USA",Red,False,Welterweight
Marc Goddard,9/12/2020,"Las Vegas, Nevada, USA",Red,False,WomenFlyweight
Jason Herzog,9/5/2020,"Las Vegas, Nevada, USA",Red,False,LightHeavyweight
Herb Dean,9/5/2020,"Las Vegas, Nevada, USA",Red,False,Featherweight
Chris Tognoni,9/5/2020,"Las Vegas, Nevada, USA",Red,False,Welterweight
Jason Herzog,9/5/2020,"Las Vegas, Nevada, USA",Red,False,WomenFlyweight
Mark Smith,9/5/2020,"Las Vegas, Nevada, USA",Red,False,Middleweight
Mark Smith,9/5/2020,"Las Vegas, Nevada, USA",Blue,False,Bantamweight
Herb Dean,9/5/2020,"Las Vegas, Nevada, USA",Red,False,Heavyweight
Mark Smith,8/29/2020,"Las Vegas, Nevada, USA",Blue,False,Middleweight
Herb Dean,8/29/2020,"Las Vegas, Nevada, USA",Blue,False,LightHeavyweight
Mark Smith,8/29/2020,"Las Vegas, Nevada, USA",Red,False,Featherweight
Jason Herzog,8/29/2020,"Las Vegas, Nevada, USA",Blue,False,Welterweight
Chris Tognoni,8/29/2020,"Las Vegas, Nevada, USA",Blue,False,WomenFlyweight
Chris Tognoni,8/29/2020,"Las Vegas, Nevada, USA",Red,False,Featherweight
Jason Herzog,8/29/2020,"Las Vegas, Nevada, USA",Blue,False,Middleweight
Herb Dean,8/29/2020,"Las Vegas, Nevada, USA",Red,False,Welterweight
Chris Tognoni,8/29/2020,"Las Vegas, Nevada, USA",Red,False,WomenStrawweight
Jason Herzog,8/29/2020,"Las Vegas, Nevada, USA",Red,False,WomenStrawweight
Jason Herzog,8/22/2020,"Las Vegas, Nevada, USA",Blue,False,LightHeavyweight
Mark Smith,8/22/2020,"Las Vegas, Nevada, USA",Blue,False,Welterweight
Chris Tognoni,8/22/2020,"Las Vegas, Nevada, USA",Red,False,Welterweight
Jason Herzog,8/22/2020,"Las Vegas, Nevada, USA",Blue,False,LightHeavyweight
